,"Global Unicorn Club: Private Companies Valued at $1B+
(as of May 8th, 2019)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Company,Valuation ($B) ,Country,Category,Select Investors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GoodRx,$1 ,United States,Travel Tech,"Silver Lake Partners, SV Angel, Upfront Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GrabTaxi,$14 ,Singapore,On-Demand,"GGV Capital, Vertex Venture Holdings, Softbank Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAIL,$2 ,United States,Genomics,"Kleiner Perkins Caufield & Byers, Amazon, Merck & Co.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Graphcore,$2 ,United Kingdom,Application & Data Integration Software,"Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GuaHao (We Doctor),$2 ,China,Healthcare,"Tencent, Morningside Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guazi (Chehaoduo),$9 ,China,eCommerce/Marketplace,"Sequoia Capital China, GX Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gusto,$1 ,United States,Fintech,"General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HashiCorp,$2 ,United States,DevOps,"Redpoint Ventures, True Ventures, Mayfield Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Health Catalyst,$1 ,United States,Digital Health,"Sequoia Capital, Kaiser Permanente Ventures, Norwest Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HeartFlow,$1 ,United States,Digital Health,"BlueCross BlueShield Venture Partners, US Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hellobike,$5 ,China,Travel,"Ant Financial Services Group, GGV Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hike,$1 ,India,Social,"Foxconn, Tiger Global management, Tencent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hims,$1 ,United States,Consumer Products & Services,"Forerunner Ventures, Thrive Capital, Redpoint Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Horizon Robotics,$3 ,China,AI/Robotics,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Houzz,$4 ,United States,eCommerce/Marketplace,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Huike Group (Uniquedu Corporation),$1 ,China,HR Tech,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Huimin,$2 ,China,On-Demand,"Zheshang Venture Capital, GP Capital, Western Capital Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HuJiang,$1 ,China,Edtech,"China Minsheng Investment, Baidu, Wanxin Media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human Longevity,$1 ,United States,Healthcare,"Celgene, GE Ventures, Draper Fisher Jurvetson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,iCarbonX,$1 ,China,Healthcare,"Tencent, Vcanbio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,iFood,$1 ,Brazil,On Demand,"Movile, Just Eat, Naspers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Illumio,$1 ,United States,Cybersecurity,"Data Collective, Formation 8, General Catalyst Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Improbable,$2 ,United Kingdom,AR/VR,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indigo Agriculture,$4 ,United States,Biotech,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infinidat,$2 ,Israel,Hardware,"TPG Growth, Goldman Sachs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infor,$10 ,United States,Internet Software & Services,"Blackstone Group, Koch Industries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,InMobi,$1 ,India,Adtech,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Insidesales.com,$2 ,United States,Big Data,"Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Instacart,$8 ,United States,On-Demand,"Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intarcia Therapeutics,$6 ,United States,Healthcare,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intercom,$1 ,United States,Mobile & Telecommunications,"FirstMark Capital, Tiger Global Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,InVision,$2 ,United States,Internet Software & Services,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ironSource,$2 ,Israel,Mobile Software & Services,"Access Industries, Clal Industries and Investments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,iTutorGroup,$1 ,China,Ed Tech,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JFrog,$1 ,United States,DevOps,"Gemini Israel Ventures, VMware, Battery Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jiuxian,$1 ,China,eCommerce/Marketplace,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JOLLY Information Technology,$1 ,China,ecommerce,"Legend Capital, CDH Investments, Sequoia Capital China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jumia,$1 ,Nigeria,eCommerce/Marketplace,AXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jusfoun Big Data,$2 ,China,Big Data,"Boxin Capital, DT Capital Partners, IDG Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUUL Labs,$38 ,United States,Consumer Electronics,Tiger Global Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kabbage,$1 ,United States,Fintech,"BlueRun Ventures, SV Angel, Mohr Davidow Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katerra,$1 ,United States,Construction Tech,"Foxconn Technology Company, Khosla Ventures, Moore Capital Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KeepTruckin,$1 ,United States,Supply Chain & Logistics,"Google Ventures, Index Ventures, Scale Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kendra Scott Jewelry,$1 ,United States,Clothing & Accessories,"Berkshire Partners, Norwest Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kik Interactive,$1 ,Canada,Social,"Union Square Ventures, RRE Ventures, Spark Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Klarna,$4 ,Sweden,Fintech,"Institutional Venture Partners, Sequoia Capital, General Atlantic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Klook,$1 ,Hong Kong,Travel Tech,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koudai Gouwu,$1 ,China,eCommerce/Marketplace,"New Enterprise Associates, Tiger Global management, Tencent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kuaishou,$3 ,China,Social,"Morningside Venture Capital, Sequoia Capital, Baidu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L&P Cosmetic,$2 ,South Korea,Beauty & grooming,CDIB Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lalamove,$1 ,Hong Kong,Consumer Electronics,"MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LegalZoom,$2 ,United States,RegTech,"K1 Capital, Francisco Partners, Neuberger Berman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lemonade,$2 ,United States,Fintech,"Google Ventures, Thrive Capital, SoftBank Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,letgo,$1 ,United States,eCommerce/Marketplace,"Accel Partners, FJ Labs, Insight Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lianjia (Homelink),$6 ,China,eCommerce/Marketplace,"Tencent, Baidu, Huasheng Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIfeMiles,$1 ,Colombia,Business Products & Services,Advent International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lime,$2 ,United States,Travel,"Andreessen Horowitz, Coatue Management, Uber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LinkDoc Technology,$1 ,China,Digital Health,"China Investment Corporation, New Enterprise Associates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LinkSure Network,$1 ,China,Internet Software & Services,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Liquid,$1 ,United States,Fintech,"JAFCO Co, Bitmain Technologies, IDG Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Logic Show (Luojisiwei),$1 ,China,Ed Tech,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Looker,$2 ,United States,"Business Intelligence, Analytics & Performance Mgmt","Redpoint Ventures, First Round Capital, capitalG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lookout,$1 ,United States,Cybersecurity,"Accel Partners, Greylock Partners, Lowercase Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,luckin coffee,$3 ,China,Food & Beverage,"JOY Capital, Lu Zhengyao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Machine Zone,$5 ,United States,Gaming,"J.P. Morgan Chase & Co., Menlo Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Magic Leap,$6 ,United States,VR/AR,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Manbang Group,$6 ,China,Supply chain & Logistics,"Softbank Group, CapitalG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MarkLogic,$1 ,United States,Big Data,"Sequoia Capital, Tenaya Capital, Northgate Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Medallia,$2 ,United States,Internet Software & Services,Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MediaMath,$1 ,United States,AdTech,"Silicon Valley Bank, QED Investors, European Founders Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Medlinker,$1 ,China,Digital health,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meicai,$3 ,China,Food & Grocery,"Tiger Global Management, Blue Lake Capital, ZhenFund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meizu Technology,$5 ,China,Hardware,"Telling Telecommunication Holding Co., Alibaba Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mia.com,$1 ,China,eCommerce/Marketplace,"Sequoia Capital China, ZhenFund, K2 Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MindMaze,$1 ,Switzerland,VR/AR,Hinduja Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINISO Life,$2 ,China,Retail,"Hillhouse Capital Management, and Tencent Holdings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mofang Gongyu,$1 ,China,Facilities,"Warburg Pincus, Aviation Industry Corporation of China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Momenta,$1 ,China,Auto Tech,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monzo,$1 ,United Kingdom,Fintech,"Passion Capital, Thrive Capital, Orange Digital Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mu Sigma,$2 ,United States,Big Data,"Sequoia Capital, General Atlantic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N26,$3 ,Germany,Fintech,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Netskope,$1 ,United States,Cybersecurity,"Lightspeed Venture Partners, Social Capital, Accel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Dada,$1 ,China,Supply Chain Tech,"DST Global, Sequoia Capital China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nextdoor,$2 ,United States,Social,"Benchmark Capital, DAG Ventures, Insight Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Niantic,$4 ,United States,AR/VR,"Nintendo, Google, Pokemon Company International, Spark Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nubank,$4 ,Brazil,Fintech,"Sequoia Capital, Redpoint e.ventures, Kaszek Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NuCom Group,$2 ,Germany,Management & Strategy Consulting,General Atlantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nxin (____),$1 ,China,Ag Tech,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OfferUp,$1 ,United States,eCommerce/Marketplace,"Andreessen Horowitz, GGV Capital, T. Rowe Price",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olacabs,$4 ,India,On-demand,"Accel Partners, SoftBank Group, Sequoia Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Omio,$1 ,Germany,Travel Tech,"Lakestar, Battery Ventures, New Enterprise Associates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,One97 Communications (operates Paytm),$10 ,India,Fintech,"Intel Capital, Sapphire Ventures, Alibaba Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OpenDoor Labs,$4 ,United States,Real Estate,"Norwest Venture Partners, New Enterprise Associates, Khosla Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OrCam Technologies,$1 ,Israel,Consumer Electronics,"Intel Capital, Aviv Venture Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oscar Health Insurance Co.,$3 ,United States,Healthcare,"BoxGroup, Formation8, Khosla Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Otto Bock HealthCare,$4 ,Germany,Healthcare,EQT Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outcome Health,$5 ,United States,Healthcare,"Goldman Sachs, capitalG, Pritzker Group Venture Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outreach,$1 ,United States,BI & Analytics,"Mayfield Fund, M12, Trinity Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OutSystems,$1 ,Portugal,DevOps,"KKR, ES Ventures, North Bridge Growth Equity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OVH,$1 ,France,Big Data,"KKR, TowerBrook Capital Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oxford Nanopore Technologies,$2 ,United Kingdom,Healthcare,"Illumina, Invesco Perpetual, IP Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oyo Rooms,$4 ,India,Travel Tech,"SoftBank Group, Sequoia Capital India,Lightspeed India Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palantir Technologies,$11 ,United States,Big Data,"RRE Ventures, Founders Fund, In-Q-Tel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pat McGrath Labs,$1 ,United States,e-commerce,"One Luxury Group, Eurazeo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pax Labs,$2 ,United States,Consumer Electronics,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peloton Interactive,$4 ,United States,Fitness,"True Ventures, Tiger Global Management, L Catterton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plaid Technologies,$3 ,United States,Fintech,"New Enterprise Associates, Spark Capital,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poizon,$1 ,China,eCommerce/Marketplace,"DST Global, Sequoia Capital China, Gaorong Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PolicyBazaar,$1 ,India,Fintech,"Info Edge, Softbank Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pony.ai,$2 ,United States,AutoTech,"Sequoia Capital China, IDG Capital, DCM Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postmates,$2 ,United States,On Demand,"Founders Fund, Matrix Partners, Tiger Global Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Preferred Networks,$2 ,Japan,Internet Software & Services,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Procore Technologies,$3 ,United States,Construction Tech,"Bessemer Venture Partners, O'Connor Ventures, Iconiq Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Promasidor Holdings,$2 ,South Africa,Food and Beverage,"IFC, Ajinomoto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Proteus Digital Health,$1 ,United States,Healthcare,"Novartis, Essex Woodlands, The Carlyle Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quanergy Systems,$2 ,United States,Auto Tech,"Delphi Automotive, Samsung Ventures, Motus Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quora,$2 ,United States,Internet Software & Services,"Y Combinator, Matrix Partners, Benchmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Radius Payments Solutions,$1 ,United Kingdom,Internet Software & Services,Inflexion Private Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rappi,$1 ,Colombia,On-demand,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Red Ventures,$1 ,United States,Business Products & Services,"Silver Lake Partners, General Atlantic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reddit,$2 ,United States,Social,"Y Combinator, Sequoia Capital, Coatue Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ReNew Power Ventures,$2 ,India,Energy & Utilities,"Goldman Sachs, JERA, Asian Development Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rent the Runway,$1 ,United States,eCommerce,"Bain Capital Ventures, Kleiner Perkins Caufield & Byers, Highland Capital Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revolut,$2 ,United Kingdom,Fintech,"index Ventures, DST Global, Ribbit Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revolution Precrafted,$1 ,Philippines,Construction Tech,"K2 Global, 500 Startups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robinhood,$6 ,United States,Fintech,"Google Ventures, Andreessen Horowitz, DST Global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roblox,$1 ,United States,Gaming,"Atlos Ventures, Index Ventures, First Round Capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rocket Lab,$1 ,United States,SpaceTech,"Lockheed Martin, Khosla Ventures, Bessemer Venture Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roivant Sciences,$7 ,Switzerland,Biotechnology,"SoftBankGroup, Founders Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Root Insurance,$1 ,United States,InsurTech,"Tiger Global Management, Ribbit Capital, Redpoint Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Royole Corporation,$3 ,China,Hardware,"Warmsun Holding, IDG Capital Partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rubicon Global,$1 ,United States,Cleantech,"Goldman Sachs, Leonardo DiCaprio, Promecap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rubrik,$3 ,United States,Internet Software & Services,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samsara,$4 ,United States,Internet of Things,"Andreessen Horowitz, General Catalyst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
